Mode,Band,Node,Lv,x,y, tuning OK
0,0,00,0,0,0,0
0,0,01,0,0,0,0
0,0,02,0,0,0,0
0,0,03,0,0,0,0
0,0,04,0,0,0,0
0,0,05,0,0,0,0
0,0,06,0,0,0,0
0,0,07,0,0,0,0
0,0,08,0,0,0,0
0,0,09,0,0,0,0
0,0,10,0,0,0,0
0,0,11,0,0,0,0
0,0,12,0,0,0,0
0,0,13,0,0,0,0
0,0,14,0,0,0,0
0,0,15,0,0,0,0
0,0,16,0,0,0,0
0,0,17,0,0,0,0
0,0,18,0,0,0,0
0,0,19,0,0,0,0
0,0,20,0,0,0,0
0,0,21,0,0,0,0
0,0,22,0,0,0,0
0,0,23,0,0,0,0
0,0,24,602.378112792969,0.304581612348557,0.320908635854721,0
0,1,00,0,0,0,0
0,1,01,0,0,0,0
0,1,02,0,0,0,0
0,1,03,0,0,0,0
0,1,04,0,0,0,0
0,1,05,0,0,0,0
0,1,06,0,0,0,0
0,1,07,0,0,0,0
0,1,08,0,0,0,0
0,1,09,0,0,0,0
0,1,10,0,0,0,0
0,1,11,0,0,0,0
0,1,12,0,0,0,0
0,1,13,0,0,0,0
0,1,14,0,0,0,0
0,1,15,0,0,0,0
0,1,16,0,0,0,0
0,1,17,0,0,0,0
0,1,18,0,0,0,0
0,1,19,0,0,0,0
0,1,20,0,0,0,0
0,1,21,0,0,0,0
0,1,22,0,0,0,0
0,1,23,0,0,0,0
0,1,24,0,0,0,0
0,2,00,0,0,0,0
0,2,01,0,0,0,0
0,2,02,0,0,0,0
0,2,03,0,0,0,0
0,2,04,0,0,0,0
0,2,05,0,0,0,0
0,2,06,0,0,0,0
0,2,07,0,0,0,0
0,2,08,0,0,0,0
0,2,09,0,0,0,0
0,2,10,0,0,0,0
0,2,11,0,0,0,0
0,2,12,0,0,0,0
0,2,13,0,0,0,0
0,2,14,0,0,0,0
0,2,15,0,0,0,0
0,2,16,0,0,0,0
0,2,17,0,0,0,0
0,2,18,0,0,0,0
0,2,19,0,0,0,0
0,2,20,0,0,0,0
0,2,21,0,0,0,0
0,2,22,0,0,0,0
0,2,23,0,0,0,0
0,2,24,0,0,0,0
0,3,00,0,0,0,0
0,3,01,0,0,0,0
0,3,02,0,0,0,0
0,3,03,0,0,0,0
0,3,04,0,0,0,0
0,3,05,0,0,0,0
0,3,06,0,0,0,0
0,3,07,0,0,0,0
0,3,08,0,0,0,0
0,3,09,0,0,0,0
0,3,10,0,0,0,0
0,3,11,0,0,0,0
0,3,12,0,0,0,0
0,3,13,0,0,0,0
0,3,14,0,0,0,0
0,3,15,0,0,0,0
0,3,16,0,0,0,0
0,3,17,0,0,0,0
0,3,18,0,0,0,0
0,3,19,0,0,0,0
0,3,20,0,0,0,0
0,3,21,0,0,0,0
0,3,22,0,0,0,0
0,3,23,0,0,0,0
0,3,24,0,0,0,0
